3, -1, 0, 1800.88, 429.66, 153.41, 215.85, 0.912,-1
3, -1, 0, 1876.80, 694.33, 86.39, 186.04, 0.830,-1
3, -1, 0, 1803.57, 186.50, 110.66, 193.56, 0.826,-1
3, -1, 0, 1208.27, 305.11, 50.64, 164.04, 0.812,-1
3, -1, 0, 133.09, 913.26, 153.48, 236.13, 0.795,-1
3, -1, 0, 1892.65, 131.14, 49.78, 114.95, 0.334,-1
3, -1, 1, 1803.80, 428.44, 148.66, 214.22, 0.899,-1
3, -1, 1, 1806.33, 185.52, 103.89, 190.45, 0.858,-1
3, -1, 1, 1865.34, 694.62, 109.31, 188.44, 0.809,-1
3, -1, 1, 133.02, 913.70, 153.47, 237.27, 0.797,-1
3, -1, 1, 1210.99, 304.34, 56.84, 169.88, 0.738,-1
3, -1, 1, 1892.84, 130.22, 49.63, 115.71, 0.367,-1
3, -1, 1, 120.84, 891.39, 145.28, 201.25, 0.282,-1
3, -1, 2, 1809.01, 422.65, 152.69, 215.71, 0.861,-1
3, -1, 2, 1805.79, 184.76, 103.97, 189.69, 0.861,-1
3, -1, 2, 1854.04, 689.78, 131.93, 199.38, 0.822,-1
3, -1, 2, 132.86, 913.09, 154.12, 236.55, 0.802,-1
3, -1, 2, 1212.05, 303.53, 60.68, 168.84, 0.720,-1
3, -1, 2, 1890.25, 123.61, 52.93, 127.26, 0.376,-1
3, -1, 2, 121.15, 889.78, 145.31, 198.72, 0.315,-1
3, -1, 3, 1815.79, 420.21, 143.82, 209.43, 0.880,-1
3, -1, 3, 1803.78, 183.76, 107.35, 192.77, 0.870,-1
3, -1, 3, 132.86, 912.97, 154.28, 238.94, 0.799,-1
3, -1, 3, 1849.32, 686.24, 141.36, 199.81, 0.736,-1
3, -1, 3, 1213.46, 303.60, 62.84, 169.00, 0.696,-1
3, -1, 3, 1889.47, 123.92, 54.85, 125.61, 0.359,-1
3, -1, 4, 1820.28, 418.19, 142.85, 208.92, 0.877,-1
3, -1, 4, 1805.39, 182.64, 103.67, 192.37, 0.845,-1
3, -1, 4, 132.76, 912.01, 154.54, 239.09, 0.798,-1
3, -1, 4, 1213.68, 305.96, 67.95, 167.66, 0.731,-1
3, -1, 4, 1836.45, 682.60, 167.11, 208.55, 0.685,-1
3, -1, 4, 1893.59, 131.70, 52.39, 114.41, 0.342,-1
3, -1, 4, 121.16, 887.39, 147.12, 200.26, 0.328,-1
3, -1, 5, 1827.47, 416.73, 134.71, 209.57, 0.882,-1
3, -1, 5, 1806.03, 184.11, 101.49, 192.28, 0.811,-1
3, -1, 5, 132.62, 912.13, 153.80, 239.75, 0.792,-1
3, -1, 5, 1215.34, 305.45, 70.16, 168.47, 0.762,-1
3, -1, 5, 1834.90, 680.86, 170.20, 214.24, 0.700,-1
3, -1, 5, 121.40, 887.71, 146.04, 201.38, 0.323,-1
3, -1, 5, 1893.53, 132.34, 51.75, 115.48, 0.320,-1
3, -1, 6, 1829.66, 414.93, 129.92, 212.54, 0.861,-1
3, -1, 6, 132.76, 910.80, 154.09, 239.74, 0.803,-1
3, -1, 6, 1807.22, 184.05, 96.80, 189.13, 0.781,-1
3, -1, 6, 1216.55, 304.54, 70.88, 168.98, 0.747,-1
3, -1, 6, 1837.65, 680.84, 164.70, 209.79, 0.696,-1
3, -1, 6, 1893.81, 132.29, 50.58, 115.21, 0.331,-1
3, -1, 6, 1870.05, 680.19, 83.92, 205.85, 0.320,-1
3, -1, 6, 1221.62, 291.37, 52.59, 145.43, 0.298,-1
3, -1, 7, 1832.54, 415.88, 132.66, 212.67, 0.885,-1
3, -1, 7, 1807.72, 185.27, 93.45, 190.17, 0.824,-1
3, -1, 7, 132.89, 911.51, 153.70, 241.50, 0.802,-1
3, -1, 7, 1217.99, 303.81, 73.69, 169.63, 0.760,-1
3, -1, 7, 1836.77, 681.64, 163.27, 201.97, 0.726,-1
3, -1, 7, 1893.92, 132.56, 51.54, 114.46, 0.375,-1
3, -1, 7, 121.99, 887.10, 145.63, 203.20, 0.325,-1
3, -1, 7, 1223.35, 290.99, 55.18, 145.54, 0.301,-1
3, -1, 7, 1867.90, 680.27, 79.45, 198.76, 0.272,-1
3, -1, 8, 1833.84, 414.18, 132.87, 213.40, 0.915,-1
3, -1, 8, 1809.14, 181.61, 86.86, 186.13, 0.831,-1
3, -1, 8, 132.77, 911.15, 152.98, 238.53, 0.802,-1
3, -1, 8, 1820.11, 678.85, 171.35, 208.65, 0.793,-1
3, -1, 8, 1219.08, 302.89, 76.49, 170.39, 0.759,-1
3, -1, 8, 1894.20, 133.10, 51.05, 113.58, 0.363,-1
3, -1, 8, 1223.59, 289.58, 61.95, 146.81, 0.260,-1
3, -1, 9, 1836.15, 413.19, 137.75, 212.61, 0.932,-1
3, -1, 9, 1818.11, 679.19, 172.37, 208.53, 0.811,-1
3, -1, 9, 1808.35, 179.71, 85.72, 188.25, 0.807,-1
3, -1, 9, 132.73, 912.03, 153.56, 240.48, 0.796,-1
3, -1, 9, 1219.91, 302.49, 81.02, 174.60, 0.788,-1
3, -1, 9, 1893.68, 131.30, 52.51, 117.32, 0.355,-1
3, -1, 9, 122.15, 887.15, 143.97, 201.33, 0.340,-1
3, -1, 10, 1837.26, 410.46, 139.54, 213.84, 0.929,-1
3, -1, 10, 1815.45, 675.69, 171.76, 210.85, 0.852,-1
3, -1, 10, 1808.81, 178.32, 86.34, 191.00, 0.821,-1
3, -1, 10, 132.97, 911.50, 153.29, 239.13, 0.794,-1
3, -1, 10, 1221.68, 298.64, 85.55, 179.42, 0.775,-1
3, -1, 10, 1893.74, 131.80, 52.30, 114.93, 0.342,-1
3, -1, 11, 1839.26, 408.20, 141.36, 217.22, 0.933,-1
3, -1, 11, 1813.08, 676.81, 165.96, 201.55, 0.825,-1
3, -1, 11, 1810.03, 176.06, 86.03, 190.61, 0.792,-1
3, -1, 11, 133.22, 912.89, 154.09, 242.40, 0.783,-1
3, -1, 11, 1222.23, 300.38, 87.70, 177.49, 0.706,-1
3, -1, 11, 121.97, 885.24, 143.70, 197.51, 0.319,-1
3, -1, 11, 1892.78, 132.11, 52.20, 113.77, 0.318,-1
3, -1, 12, 1840.23, 406.17, 139.26, 218.42, 0.944,-1
3, -1, 12, 1808.51, 673.66, 157.96, 201.15, 0.867,-1
3, -1, 12, 134.37, 913.81, 148.38, 232.40, 0.785,-1
3, -1, 12, 1809.65, 175.13, 85.14, 196.16, 0.755,-1
3, -1, 12, 1221.98, 296.87, 90.76, 169.57, 0.657,-1
3, -1, 12, 121.81, 886.10, 140.48, 191.58, 0.303,-1
3, -1, 12, 1889.60, 129.67, 59.10, 114.16, 0.300,-1
3, -1, 12, 1881.61, 810.38, 76.78, 137.03, 0.299,-1
3, -1, 13, 1841.55, 405.37, 140.00, 221.02, 0.941,-1
3, -1, 13, 1807.69, 672.20, 148.69, 201.20, 0.889,-1
3, -1, 13, 134.16, 913.25, 148.15, 231.58, 0.789,-1
3, -1, 13, 1809.83, 176.18, 86.12, 194.79, 0.758,-1
3, -1, 13, 1223.32, 298.53, 91.85, 169.93, 0.619,-1
3, -1, 13, 1879.71, 818.20, 80.58, 107.91, 0.382,-1
3, -1, 13, 122.26, 887.84, 140.25, 195.71, 0.322,-1
3, -1, 13, 1889.10, 129.29, 61.57, 115.93, 0.305,-1
3, -1, 14, 1842.19, 403.36, 137.99, 220.09, 0.934,-1
3, -1, 14, 1804.03, 674.23, 142.99, 201.11, 0.907,-1
3, -1, 14, 132.91, 912.72, 152.33, 236.87, 0.802,-1
3, -1, 14, 1811.70, 174.92, 87.32, 194.96, 0.749,-1
3, -1, 14, 1225.66, 299.42, 95.55, 175.08, 0.641,-1
3, -1, 14, 1231.33, 284.91, 77.34, 151.38, 0.402,-1
3, -1, 14, 1879.42, 817.10, 81.15, 121.50, 0.340,-1
3, -1, 14, 1889.23, 128.90, 60.51, 116.00, 0.278,-1
3, -1, 15, 1843.08, 402.09, 133.79, 222.21, 0.933,-1
3, -1, 15, 1799.94, 676.88, 136.60, 197.16, 0.878,-1
3, -1, 15, 132.91, 912.55, 152.73, 238.37, 0.801,-1
3, -1, 15, 1811.71, 171.86, 92.37, 196.90, 0.782,-1
3, -1, 15, 1228.67, 294.00, 94.50, 168.80, 0.681,-1
3, -1, 15, 1878.07, 814.40, 83.86, 125.77, 0.424,-1
3, -1, 15, 1234.69, 281.35, 73.81, 151.42, 0.383,-1
3, -1, 15, 122.78, 887.63, 140.45, 196.53, 0.334,-1
3, -1, 16, 1845.22, 399.91, 128.84, 220.37, 0.908,-1
3, -1, 16, 1797.74, 675.79, 132.05, 202.00, 0.824,-1
3, -1, 16, 133.35, 912.08, 152.42, 239.32, 0.808,-1
3, -1, 16, 1813.58, 169.72, 98.75, 198.63, 0.773,-1
3, -1, 16, 1230.82, 281.87, 90.30, 144.64, 0.648,-1
3, -1, 16, 1879.13, 806.76, 81.74, 145.48, 0.627,-1
3, -1, 16, 1247.87, 275.45, 47.21, 137.97, 0.539,-1
3, -1, 17, 1849.75, 396.22, 124.56, 215.81, 0.870,-1
3, -1, 17, 1799.61, 677.37, 129.45, 206.03, 0.858,-1
3, -1, 17, 133.20, 911.71, 152.59, 239.95, 0.811,-1
3, -1, 17, 1815.81, 167.24, 112.90, 198.72, 0.799,-1
3, -1, 17, 1878.10, 802.95, 83.81, 145.04, 0.661,-1
3, -1, 17, 1255.27, 272.86, 40.80, 133.60, 0.659,-1
3, -1, 17, 1242.61, 273.08, 66.47, 132.32, 0.416,-1
3, -1, 18, 1795.23, 679.19, 116.34, 211.37, 0.910,-1
3, -1, 18, 1850.75, 388.55, 130.71, 223.21, 0.891,-1
3, -1, 18, 133.31, 911.65, 153.51, 241.41, 0.809,-1
3, -1, 18, 1814.58, 167.28, 122.08, 197.48, 0.768,-1
3, -1, 18, 1877.64, 794.89, 84.71, 162.75, 0.675,-1
3, -1, 18, 1258.25, 272.79, 43.57, 142.12, 0.645,-1
3, -1, 18, 1241.17, 276.75, 77.08, 141.95, 0.342,-1
3, -1, 19, 1853.26, 384.75, 131.49, 226.56, 0.915,-1
3, -1, 19, 1785.83, 676.83, 131.59, 214.70, 0.849,-1
3, -1, 19, 1814.22, 167.10, 118.50, 193.74, 0.830,-1
3, -1, 19, 133.42, 911.82, 153.61, 241.18, 0.814,-1
3, -1, 19, 1875.34, 787.07, 89.32, 179.89, 0.709,-1
3, -1, 19, 1261.33, 269.35, 45.31, 140.49, 0.599,-1
3, -1, 20, 1856.75, 380.64, 126.50, 224.21, 0.916,-1
3, -1, 20, 1766.69, 678.29, 156.38, 215.72, 0.876,-1
3, -1, 20, 133.43, 911.84, 153.49, 241.43, 0.819,-1
3, -1, 20, 1819.11, 165.60, 122.40, 195.40, 0.817,-1
3, -1, 20, 1874.00, 796.66, 91.99, 162.79, 0.801,-1
3, -1, 20, 1263.01, 270.38, 49.22, 145.13, 0.593,-1
3, -1, 20, 1867.68, 780.39, 104.64, 197.37, 0.389,-1
3, -1, 21, 1862.17, 377.03, 115.65, 220.54, 0.903,-1
